,text,airline_sentiment
8150,@jetblue it is ok. things happen. just very frustrated when you have to change your schedule. see you tomorrow for a new rescheduled flight.,-1
8151,@jetblue i had a sjc to jfk departing 10:55pm tonight. i have to now change my whole schedule. can we get a sort of refund for this?,-1
8152,@jetblue your airline should have a better system to inform your clients when their flights are cancelled flightled last min.  we have schedules too,-1
8153,@jetblue havana cuba  to share my love of photography and leave pictures behind as well as to deliver muchneeded items. flyingitforward,0
8154,@jetblue the slowest boarding process I have ever experienced and rude customer service agents.,-1
8155,@jetblue needs to get its act together in phx,-1
8156,@jetblue @cflanagian she is on to something,0
8157,@jetblue and the from @wsj team to offer inflight access to journal ...  nassau news live ,0
8158,@jetblue love you bae. jetbae,1
8159,@jetblue probably not anymore.,0
8160,@jetblue  i look forward to getting this resolved. i will be in touch.,0
8161,@jetblue  yes. best case scenario i get my gear late flight friday early saturday. camp starts at 6am tomorrow toolittletoolate flight,-1
8162,@jetblue  in ca for the weekend to attend a training camp; thanks for sending all my gear to fl; looks like this trip is a waste nothappy,-1
8163,@jetblue yup! he said there would be flight change fee. but the plane should be here in 45 minutes apparently.,0
8164,@jetblue 108 to portland maine,0
8165,@jetblue why are you making me stay in jfk until 2 am or late flightr? just let me rebook without making me pay more,-1
8166,@jetblue you definitely will!,1
8167,@jetblue and stranded passengers are not being helped to get another flight?,-1
8168,@jetblue you do not remember our date monday night back to nyc? heartbroken,1
8169,@jetblue ugh always know a way to my heart ,1
8170,@jetblue and the from @wsj team to offer inflight access to journal ...  digital journal ,0
8171,@jetblue why did you just cancelled flight flight 670 last minute?!?,-1
8172,@jetblue I am sitting on the plane. too many predictable mechanical problems.  still onboard. this is getting bad...,-1
8173,@jetblue thanks for the help,0
8174,@jetblue on your 1503 flight jfk to pr. they got the doors open on this frigid temperature. icyflight,-1
8175,@jetblue poorservice poorcommunication waitingsince 10:51 for bags frm flight 424!!! jetblue,-1
8176,@jetblue bags hv been posted on board for flight424 on carsl 4. now switched to carsl 5. it is comedic watching passengers run frm 1 to othr,-1
8177,@jetblue the one man in baggage office says i dunno. help,-1
8178,@jetblue where is our luggage?? flight 424 has been waiting an hour for bags! jetblue poorservice,-1
8179,@jetblue what is going on? we arrived at 10:51pm not one bag has been unloaded!! flight 424,-1
8180,@jetblue service for baggage at jfk is incomprehensible. no employee knows where our luggage is frm flight 424 lax to nyc its an hr wait now,-1
8181,@jetblue thank you guys! brilliant customer service,1
8182,@jetblue yes of course before i left the airport. i kept looking but claim is still open.,-1
8183,@jetblue 669 stewardesses cannot work wo a galley light! back to nyc to change a light. fromthefrontseat jetblueblues @anku @yaffasolin,-1
8184,@jetblue great thank you lets hope so! could you please notify me if flight 2302 leaves jfk? thank you again,1
8185,@jetblue flyingitforward pereira colombia to help the kids from cartago streets and deliver a lot of clothes that i have picked to donate.,0
8186,@jetblue that is great. but once it gets to buffalo will it be able to leave and get to jfk? or there is issues still at buffalo airport?,1
8187,@jetblue sorry for my misunderstanding of the term but what does that exactly mean?,0
8188,@jetblue why do you have every channel but @abcnetwork how are @kgonzales89 and i supposed to watch scandal? but free flyfi is sweet!,-1
8189,@jetblue i left my apt 10hrs ago to go from boston to sjc and I am still nyc. please bring back the nonstop flight. jetblueblues,-1
8190,@jetblue what is going on with the flight from buffalo to jfk? have they figured anything out about the temperature and the tower yet?,-1
8191,@jetblue we never received that 15 credit for inoperable tvs on our sfo gt; jfk flight 2 weeks ago. never got an email...,-1
8192,@jetblue was far less painful than what was coming from avis.  ,1
8193,@jetblue thanks so I will like to get the new tail n598jb n615jb boston red sox livery so i can share with talk but send them only on weekends,0
8194,@jetblue look what i capture at uvf ,0
8195,@jetblue I am so ready to see n598jb n n775jb on my island but on a weekend to capture it,0
8196,@jetblue my flight attendant angel was awesome. 415 kudos,1
8197,@jetblue washington dc (:,0
8198,@jetblue thank you loyalmosaicmember,1
8199,@jetblue the pilot just stated that after 22 years of flying he has never experienced anything like this. gettingoffplane,-1
8200,@jetblue we now have to get off of the plane and wait another 12 hours for someone at the @buffaloairport to read the temp. tired,-1
8201,@jetblue flight 2302 from jfk to buf.,0
8202,@jetblue thank you very very much!! ,1
8203,@jetblue awww thank you b6! glad to hear it!  made my day! amp; one last question do you have any idea what tail is operating flt 606 2maro? :),1
8204,@jetblue i appreciate the quick response but how can no one go outside to check temp so we can leave in buf currentlysittingontarmac,-1
8205,@jetblue after 40 mins they tell us they cannot check temperature for at least 2 more hours. so it is back to the gate to wait. mosiacfail,-1
8206,@jetblue in the sky on flight 833 from bos to sfo. awesome crew! helene rocks!,1
8207,@jetblue time to reevaluate my nyc carrier.,-1
8208,@jetblue we are bringing 2 guitars. can we bring them as carry on?,0
8209,@jetblue what is going on with flight 669 and how many free trips will i get from this epic inconvenience @anku ,-1
8210,@jetblue the departure time keeps getting late flightr.  I will be lucky if I am home by 3am,-1
8211,@jetblue i love jet blue!,1
8212,@jetblue how come you are responding to everyone else and not me wtf,-1
8213,@jetblue so anything found while cleaning the plane in dc would be at the baggage office even something small?,0
8214,@jetblue can i bring my dog on board?,0
8215,@ninadavuluri we think it is a treat to have you onboard! enjoy your flight. ,1
8216,@jetblue @ninadavuluri cool,1
8217,@jetblue maybe I will just go to cleveland instead.,0
8218,@jetblue yes! always a treat to fly with you guys! ,1
8219,@jetblue thank you. i really would have preferred jet blue. you guys have the best seats in the business.,1
8220,@jetblue hi. I am trying to find a flight to the middle east.,0
8221,@jetblue @lopezlaymari what a patronizing response to a legitimate issue,-1
8222,@jetblue yep. 1 hour at logan. gangway broke and cabin crew stuck on plane. they just arrived. passengers request butt massages.,-1
8223,@jetblue i love your flights! but theres always some delay unfortunately,-1
8224,@jetblue yes thankfully! catering just got here and now they are loading but very frustrated. i was supposed to be there by 1010:30,1
8225,@jetblue my butt hurts.,-1
8226,@jetblue that is what they told me half an hour ago,-1
8227,@jetblue i have been hanging here for almost an hour,-1
8228,@jetblue took forever for catering to get to my flight now are very delayed. so ticked off right now.,-1
8229,@jetblue it is absurd that i have waited more than 45mins because the flight attendant assigned for my flight is late flight. you dont have others?,-1
8230,@jetblue safety first !! lovejetblue,1
8231,@jetblue delayed flight bummer,-1
8232,@jetblue here in austin i saw the water bottles amp; snacks @ the desk for your waiting passengers! im so flight booking problems my next flight with you!,1
8233,@jetblue no they are too busy being awesome and trying to get us out asap. I will deal.,1
8234,@jetblue well we are on our way now but more than half my tv channels are just static. ,-1
8235,@jetblue any idea when novemberdecember 2015 travel opens up?,0
8236,@jetblue airways corporation (nasdaq:jblu) update: @jetblue says lufthansa ...  markets bureau ,0
8237,@jetblue thanks so much!!  very relaxing flight!,1
8238,@jetblue alright.,0
8239,@jetblue @airbusintheus a320 landing @arubaairport in february of 2014. avgeek warmweather ,0
8240,@jetblue what is happening with the flight from fll to sfo? why the delay and the reroute?,-1
8241,@jetblue shut up an turn on the tvsmusic,-1
8242,@jetblue has d.c. thinking about summer with new nantucket service  syscon media (pr) ,0
8243,@jetblue excellent. you guys are the best,1
8244,@jetblue although it was not totally the answer i was looking for i appreciate the prompt response.,1
8245,@jetblue guess I will wait another 24 hrs in hopes rate goes down amp; is more reasonable. fingers crossed. cutting it close to my travel dates.,0
8246,@jetblue do you do any discounts for volunteer firefighters?,0
8247,@jetblue well i fly into huntsville al. but I would take either nashville or birmingham too!,0
8248,@jetblue if your confirming to me that the rate will not go down again looks like i cannot fly jetblue this time around cannot afford that price,-1
8249,@jetblue : he was trying to take stuff from the under the seat in front of him and bugging out throughout the flight. did not feel safe.,-1
8250,@jetblue oh yes! i hope you expand to other airports soon so i can fly you to see my family each year!!!!,1
8251,@jetblue been a member since 2007. looking to travel next week 224227. could not book right away due to all the snow; I am in bos.,-1
8252,@jetblue thanks jb!! this is why i  you!,1
8253,@jetblue but thank you! love an anxious flyer.,1
8254,@jetblue same exact flight too. love jetblue. really want to fly with yall. but that is a little pricey for basic (not mint). bos to sfo.,1
